date,num_requests,process_time_mean,process_time_min,process_time_max,cpu_mean,ram_mean
2021-01-10 04:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 05:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 05:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 06:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 06:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 07:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 07:30:00,0,0.0,0.0,0.0,0.0833333333333333,0.8466666666666666
2021-01-10 08:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.2699999999999998
2021-01-10 08:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 09:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 09:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 10:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 10:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 11:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 11:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 12:00:00,0,0.0,0.0,0.0,0.1166666666666666,1.6933333333333331
2021-01-10 12:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 13:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.4233333333333333
2021-01-10 13:30:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-10 14:00:00,0,0.0,0.0,0.0,0.1333333333333333,0.8466666666666666
2021-01-10 14:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 15:00:00,0,0.0,0.0,0.0,0.1333333333333333,0.8466666666666666
2021-01-10 15:30:00,0,0.0,0.0,0.0,0.0998333333333333,0.8466666666666666
2021-01-10 16:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 16:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 17:00:00,0,0.0,0.0,0.0,0.1165,0.8466666666666666
2021-01-10 17:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 18:00:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 18:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 19:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 19:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-10 20:00:00,0,0.0,0.0,0.0,0.2,0.8466666666666666
2021-01-10 20:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-10 21:00:00,0,0.0,0.0,0.0,0.2666666666666666,1.2699999999999998
2021-01-10 21:30:00,0,0.0,0.0,0.0,0.15,1.2699999999999998
2021-01-10 22:00:00,0,0.0,0.0,0.0,0.3571428571428571,0.9071428571428573
2021-01-10 22:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.4233333333333333
